ID,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Color,Airbags,Turbo engine,Left wheel
45814898,5331.0,761,TOYOTA,Prius,2010,Hatchback,Yes,Hybrid,1.8,319301 km,4,Automatic,Front,4-5,White,12,False,True
45797609,20005.0,583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,126100 km,4,Automatic,Front,4-5,Silver,4,False,True
45802834,53154.0,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2.0,99000 km,4,Automatic,Front,4-5,Silver,4,False,True
45771439,1333.0,1024,FORD,Fusion,2010,Sedan,Yes,Petrol,2.5,114963 km,4,Automatic,Front,4-5,Black,12,False,True
45785211,7213.0,-,HONDA,FIT,2003,Sedan,No,Petrol,1.5,240000 km,2,Tiptronic,Front,4-5,Blue,4,False,False
45669973,31361.0,1249,TOYOTA,Camry,2017,Sedan,Yes,Petrol,2.5,55000 km,6,Automatic,Front,4-5,Black,12,False,True
45791022,15053.0,749,HYUNDAI,Sonata,2014,Sedan,Yes,Petrol,2.4,71000 km,6,Automatic,Front,4-5,White,0,False,True
45768603,251.0,1750,TOYOTA,Highlander,2008,Jeep,Yes,Hybrid,3.3,318467 km,6,Automatic,4x4,4-5,Blue,12,False,True
45671050,19757.0,-,TOYOTA,Prius,2010,Hatchback,Yes,Hybrid,1.8,109356 km,4,Automatic,Front,4-5,Brown,12,False,True
45811728,7213.0,-,MITSUBISHI,Colt,2004,Hatchback,Yes,Petrol,1.5,222222 km,4,Variator,Front,4-5,Silver,2,False,False
45810698,21953.0,779,TOYOTA,Camry,2013,Sedan,No,Hybrid,2.5,94200 km,4,Automatic,Front,4-5,Blue,8,False,True
45682415,20385.0,-,HYUNDAI,Santa FE,2006,Jeep,Yes,Diesel,2.2,88000 km,6,Tiptronic,4x4,4-5,Silver,8,False,True
45802347,16308.0,777,TOYOTA,Camry,2014,Sedan,No,Petrol,2.5,96000 km,4,Tiptronic,Front,4-5,Black,10,False,True
45816004,15681.0,-,INFINITI,FX35,2004,Jeep,Yes,Petrol,3.5,224000 km,6,Tiptronic,4x4,4-5,Black,6,False,True
45789494,8781.0,-,MERCEDES-BENZ,C 200,2000,Sedan,Yes,LPG,2.0,150000 km,4,Automatic,Rear,>5,Silver,6,False,True
45810777,4077.0,-,OPEL,Astra,2000,Hatchback,No,CNG,1.6,270000 km,4,Manual,Front,4-5,White,8,False,True
45115632,15681.0,-,TOYOTA,Prius,2010,Sedan,No,Hybrid,1.8,162000 km,4,Automatic,Front,4-5,Grey,8,False,True
45803610,20385.0,781,HYUNDAI,H1,2012,Sedan,Yes,Diesel,2.5,82260 km,4,Automatic,Front,4-5,Black,4,False,True
45776566,15367.0,-,MERCEDES-BENZ,C 230 2.5,2006,Sedan,Yes,Petrol,2.5,216000 km,6,Manual,Rear,4-5,Black,6,False,True
45793397,25089.0,-,MERCEDES-BENZ,CLS 55 AMG,2005,Sedan,Yes,Petrol,5.5,333000 km,8,Tiptronic,Rear,4-5,Black,8,True,True
45732693,15053.0,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2.0,314523 km,4,Automatic,Front,4-5,Silver,4,False,True
45786736,4704.0,-,NISSAN,Serena,2000,Goods wagon,Yes,Diesel,2.3,220000 km,4,Manual,Rear,4-5,Blue,6,False,True
45789352,7213.0,-,BMW,325,2001,Sedan,No,Petrol,2.5,230000 km,6,Manual,Rear,4-5,Black,8,False,True
43334113,45473.0,-,TOYOTA,Hilux,2017,Pickup,No,Petrol,2.4,80000 km,4,Manual,4x4,4-5,White,12,False,True
44698118,19130.0,1759,TOYOTA,Highlander 2.4 lit,2006,Jeep,No,Petrol,2.4,193840 km,4,Automatic,Front,4-5,Silver,12,False,True
45792966,4328.0,614,CHEVROLET,Aveo,2009,Sedan,Yes,Petrol,1.2,171138 km,4,Automatic,Front,4-5,Blue,4,False,True
45754133,15053.0,382,HYUNDAI,Sonata,2014,Sedan,Yes,Hybrid,2.4,102400 km,4,Automatic,Front,4-5,Silver,12,False,True
45787549,6586.0,-,VOLKSWAGEN,Golf,2000,Sedan,No,Petrol,1.8,0 km,4,Automatic,Front,4-5,Silver,8,True,False
45814829,3450.0,834,TOYOTA,Venza,2013,Jeep,Yes,Petrol,2.7,186349 km,4,Automatic,4x4,4-5,White,12,False,True
45797241,11447.0,-,FORD,Fiesta,2011,Hatchback,No,Petrol,1.3,139200 km,4,Manual,Front,4-5,White,8,False,True
44934688,42337.0,1249,TOYOTA,RAV 4,2017,Jeep,Yes,Petrol,2.5,37000 km,4,Automatic,4x4,4-5,White,12,False,True
45644397,314.0,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,225510 km,4,Automatic,Front,4-5,White,12,False,True
45568214,10976.0,645,TOYOTA,Prius,2011,Sedan,Yes,Hybrid,1.8,230400 km,4,Automatic,Front,4-5,White,10,False,True
45803870,28909.0,639,HYUNDAI,Tucson,2014,Jeep,Yes,Diesel,2.0,83500 km,4,Automatic,Front,4-5,Silver,4,False,True
45487976,20385.0,-,NISSAN,Juke,2012,Jeep,Yes,Petrol,1.6,0 km,4,Automatic,Rear,4-5,Black,12,True,True
45813693,627.0,1304,BMW,X6,2013,Jeep,Yes,Petrol,4.4,118656 km,8,Automatic,4x4,4-5,Black,12,False,True
45728056,6115.0,779,LEXUS,ES 300,2013,Sedan,Yes,Hybrid,2.5,152400 km,4,Automatic,Front,4-5,Silver,12,False,True
45815530,25000.0,-,TOYOTA,Camry Le,2012,Sedan,No,Petrol,2.5,276800 km,6,Tiptronic,Front,4-5,Black,10,False,True
45765082,627.0,934,MAZDA,1000,2015,Sedan,Yes,Petrol,2.5,113102 km,4,Automatic,4x4,4-5,Red,12,False,True
45787284,5000.0,-,OPEL,Omega,1997,Universal,No,LPG,2.0,0 km,4,Manual,Rear,4-5,Golden,2,False,True
45782476,18503.0,-,TOYOTA,Prius,2012,Hatchback,No,Petrol,1.8,160000 km,4,Variator,Front,4-5,White,8,False,True
45597555,29793.0,-,MERCEDES-BENZ,ML 320,2009,Jeep,Yes,Diesel,3.2,245000 km,6,Automatic,4x4,4-5,Beige,0,True,True
45809254,26491.0,502,TOYOTA,Aqua,2013,Hatchback,Yes,Hybrid,1.5,69500 km,4,Automatic,Front,4-5,Silver,4,False,True
45814237,28225.0,-,BMW,535,2011,Sedan,Yes,Petrol,3.5,200000 km,6,Tiptronic,Rear,4-5,White,6,True,True
45807531,5175.0,639,BMW,428,2014,Coupe,Yes,Petrol,2.0,107003 km,4,Automatic,4x4,2-3,White,12,False,True
45808436,2822.0,900,BUICK,Century,2015,Sedan,Yes,Petrol,2.4,105403 km,4,Automatic,Front,4-5,White,12,False,True
45732089,50184.0,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2.0,122497 km,4,Automatic,Front,4-5,Blue,4,False,True
45769977,1646.0,1399,MERCEDES-BENZ,E 350,2010,Sedan,Yes,Petrol,3.5,205968 km,6,Automatic,4x4,4-5,White,12,False,True
45763095,15681.0,-,BMW,X5,2004,Jeep,Yes,Petrol,3.0,205000 km,6,Tiptronic,4x4,4-5,Grey,6,False,True
45813788,549.0,645,TOYOTA,Prius,2011,Hatchback,Yes,Hybrid,1.8,420053 km,4,Automatic,Front,4-5,Blue,12,False,True
45791600,44533.0,-,MAZDA,Mazda 6,2017,Sedan,Yes,Petrol,2.5,71500 km,4,Tiptronic,Front,4-5,Black,12,False,True
45777575,6899.0,-,VOLKSWAGEN,Jetta,2003,Sedan,No,Petrol,2.0,179000 km,4,Manual,Front,4-5,Silver,8,False,True
45634820,17249.0,-,HYUNDAI,Sonata,2011,Sedan,No,Hybrid,2.4,153321 km,4,Tiptronic,Front,4-5,Silver,8,False,True
45787393,6899.0,-,CHRYSLER,PT Cruiser,2002,Hatchback,No,Petrol,2.0,99000 km,4,Tiptronic,Front,4-5,Green,4,False,False
44922837,8311.0,-,SUZUKI,CERVO,2010,Universal,No,Petrol,0.6,101000 km,4,Manual,4x4,2-3,White,2,False,False
45732670,15323.0,836,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,2.0,170341 km,4,Automatic,Front,4-5,White,4,False,True
45703117,25089.0,917,MERCEDES-BENZ,Sprinter Maxi-ს Max,2013,Microbus,Yes,Diesel,3.0,328000 km,6,Tiptronic,Rear,4-5,White,6,True,True
45764813,188.0,1659,TOYOTA,Tundra,2014,Jeep,Yes,Petrol,5.7,101928 km,8,Automatic,4x4,4-5,Black,12,False,True
45795498,15681.0,-,MERCEDES-BENZ,E 270,2002,Sedan,Yes,Diesel,2.7,306089 km,5,Tiptronic,Rear,4-5,Blue,12,True,True
45815331,5800.0,-,OPEL,Zafira,1999,Minivan,No,CNG,1.8,0 km,4,Manual,Front,4-5,White,2,False,True
45688929,24148.0,-,HYUNDAI,Sonata LPG,2014,Sedan,Yes,LPG,2.0,42000 km,4,Automatic,Front,4-5,Silver,4,False,True
45636934,17562.0,1296,TOYOTA,Camry Hybrid,2008,Sedan,Yes,Hybrid,2.4,78490 km,4,Tiptronic,Front,4-5,Black,12,False,True
45794183,3900.0,-,HONDA,Odyssey,1999,Minivan,No,Petrol,2.3,68000 km,4,Automatic,Front,4-5,Silver,4,False,False
45781438,5018.0,-,AUDI,A4,2001,Sedan,Yes,CNG,2.8,25000 km,6,Tiptronic,Front,4-5,Silver,8,False,True
45814622,10976.0,-,JEEP,Grand Cherokee,2004,Jeep,Yes,Petrol,4.7,140800 km,8,Automatic,4x4,4-5,Blue,6,False,True
45493619,45473.0,-,TOYOTA,Highlander,2011,Jeep,Yes,Petrol,3.5,112000 km,6,Tiptronic,4x4,4-5,Grey,10,False,True
42877422,9252.0,1268,TOYOTA,Aqua,2012,Hatchback,No,Hybrid,1.5,144000 km,4,Variator,Front,4-5,White,0,False,False
45764663,14583.0,834,TOYOTA,Tacoma,2013,Jeep,Yes,Petrol,2.7,265558 km,4,Automatic,Rear,4-5,White,12,False,True
45644670,251.0,607,TOYOTA,Camry,2019,Sedan,Yes,Hybrid,2.5,39552 km,4,Automatic,Front,4-5,Black,12,False,True
45758833,12231.0,-,FORD,Transit,2002,Microbus,No,Diesel,2.0,205000 km,4,Manual,Front,4-5,White,2,True,True
44549109,1350.0,-,MITSUBISHI,Colt,2003,Hatchback,No,Petrol,1.2,1000 km,4,Automatic,Front,4-5,Silver,4,False,False
45811108,941.0,585,TOYOTA,Prius,2013,Hatchback,Yes,Hybrid,1.8,133926 km,4,Automatic,Front,4-5,Red,12,False,True
45729795,27654.0,629,HYUNDAI,Elantra,2015,Sedan,Yes,Petrol,1.6,33355 km,4,Automatic,Front,4-5,Silver,4,False,True
44729405,20385.0,-,BMW,X5,2004,Jeep,Yes,Diesel,3.0,230000 km,6,Tiptronic,4x4,>5,Grey,6,True,True
45617978,706.0,1624,MERCEDES-BENZ,E 350,2009,Sedan,Yes,Diesel,3.5,138384 km,6,Automatic,4x4,4-5,Black,12,False,True
45796290,18817.0,639,FORD,Fusion,2014,Sedan,Yes,Petrol,2.0,141752 km,4,Automatic,4x4,4-5,White,0,False,True
44872468,20385.0,585,TOYOTA,Prius,2013,Hatchback,Yes,Hybrid,1.8,100000 km,4,Automatic,Front,4-5,Blue,11,False,True
45732547,61816.0,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2.0,17320 km,4,Automatic,Front,4-5,White,4,False,True
45769025,4234.0,753,HYUNDAI,Sonata,2012,Sedan,Yes,Hybrid,2.4,208627 km,4,Automatic,Front,4-5,Black,0,False,True
45642799,706.0,574,HONDA,Insight,2010,Hatchback,Yes,Hybrid,1.3,189571 km,4,Automatic,Front,4-5,Silver,0,False,True
45764604,2430.0,1598,MERCEDES-BENZ,E 350,2008,Sedan,Yes,Diesel,3.0,175614 km,6,Automatic,Rear,4-5,Black,12,False,True
45730159,45342.0,765,SSANGYONG,REXTON,2015,Jeep,Yes,Diesel,2.0,106055 km,4,Automatic,Front,4-5,Black,4,False,True
45678033,14113.0,-,SUZUKI,Kizashi sporti,2010,Sedan,Yes,Petrol,2.4,145000 km,4,Variator,4x4,4-5,Silver,8,False,True
44514703,37633.0,-,BMW,535,2013,Sedan,Yes,Petrol,3.0,155000 km,6,Tiptronic,Rear,4-5,Silver,14,True,True
45646369,2038.0,1172,MERCEDES-BENZ,ML 350,2011,Jeep,Yes,Diesel,3.5,186542 km,6,Automatic,4x4,4-5,White,12,False,True
45732542,57428.0,1017,HYUNDAI,Santa FE,2017,Jeep,Yes,Diesel,2.0,73324 km,4,Automatic,Front,4-5,Silver,4,False,True
45730097,61521.0,1110,SSANGYONG,REXTON,2017,Jeep,Yes,Diesel,2.2,65689 km,4,Automatic,Front,4-5,Black,4,False,True
45814637,8781.0,-,MITSUBISHI,Pajero IO,2000,Jeep,No,Petrol,2.0,115000 km,4,Automatic,Rear,4-5,White,2,False,True
43707499,18817.0,382,HYUNDAI,Sonata hybrid,2014,Sedan,No,Hybrid,2.4,132000 km,4,Tiptronic,Front,4-5,Black,10,False,True
45809306,26720.0,399,HONDA,FIT,2019,Hatchback,Yes,Hybrid,1.5,2336 km,4,Automatic,Front,4-5,Black,4,False,True
45803026,36733.0,765,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,2.0,170000 km,4,Automatic,Front,4-5,Grey,4,False,True
45807910,11917.0,586,TOYOTA,Prius,2012,Hatchback,No,Hybrid,1.8,180000 km,4,Automatic,Front,4-5,White,10,False,True
45767720,125.0,1750,TOYOTA,Highlander,2008,Sedan,Yes,Hybrid,3.3,287274 km,6,Automatic,4x4,4-5,White,12,False,True
45760864,627.0,503,HONDA,Civic,2012,Sedan,Yes,Hybrid,1.5,272189 km,4,Automatic,Front,4-5,Silver,0,False,True
45642759,17562.0,-,HYUNDAI,Elantra,2012,Sedan,No,Petrol,1.8,122000 km,4,Tiptronic,Front,4-5,Black,8,False,True
45797842,4391.0,-,OPEL,Astra,1996,Hatchback,No,Petrol,1.6,111112 km,4,Manual,Front,4-5,Black,2,False,True
45792757,12544.0,-,HONDA,FIT,2012,Hatchback,No,Hybrid,1.3,81000 km,4,Automatic,Front,4-5,Silver,8,False,False
45757653,549.0,1249,TOYOTA,Camry,2017,Sedan,Yes,Petrol,2.5,63149 km,4,Automatic,Front,4-5,Red,12,False,True
45782064,11604.0,781,TOYOTA,Camry SPORT,2012,Sedan,Yes,Petrol,2.5,149000 km,4,Tiptronic,Front,4-5,Grey,12,False,True
45789168,12858.0,1451,BMW,550,2011,Hatchback,Yes,Petrol,4.4,110000 km,4,Automatic,Rear,4-5,Black,12,False,True
45808620,470.0,640,BMW,528,2013,Sedan,Yes,Petrol,2.0,140944 km,4,Automatic,4x4,4-5,Grey,12,False,True
45809525,25089.0,595,TOYOTA,Aqua,2015,Hatchback,Yes,Petrol,1.5,124382 km,4,Automatic,Front,4-5,White,4,False,True
45815368,6899.0,-,HONDA,Stream,2004,Minivan,No,Petrol,1.7,0 km,4,Automatic,Front,4-5,Silver,4,False,False
45658618,43278.0,1514,LEXUS,GX 460,2011,Jeep,Yes,Petrol,4.6,160138 km,8,Automatic,4x4,4-5,White,0,False,True
45805318,23521.0,-,MERCEDES-BENZ,Vito,2005,Microbus,No,Diesel,2.2,300000 km,4,Manual,Rear,4-5,White,2,False,True
45649944,314.0,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,225510 km,4,Automatic,Front,4-5,White,12,False,True
45095271,21953.0,586,LEXUS,CT 200h,2012,Hatchback,Yes,Hybrid,1.8,208000 km,4,Variator,Front,4-5,Carnelian red,12,False,True
45651674,13172.0,-,MERCEDES-BENZ,ML 350,2005,Jeep,Yes,Petrol,3.5,171531 km,6,Tiptronic,4x4,4-5,White,6,False,True
45759769,26657.0,640,VOLKSWAGEN,Tiguan,2013,Jeep,Yes,Petrol,2.0,95000 km,4,Tiptronic,Front,4-5,Silver,8,True,True
45796522,9408.0,-,FORD,Transit,1992,Microbus,No,Diesel,2.5,111111 km,4,Manual,Rear,4-5,White,0,False,True
45797670,16935.0,1185,HYUNDAI,H1,2009,Minivan,Yes,Diesel,2.5,165302 km,4,Automatic,Front,4-5,Silver,4,False,True
45733098,13172.0,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2.0,381135 km,4,Automatic,Front,4-5,Orange,4,False,True
45758558,314.0,1172,FORD,B-MAX,2011,Jeep,Yes,Petrol,3.5,263338 km,6,Automatic,Front,4-5,Black,12,False,True
45733674,10976.0,-,MERCEDES-BENZ,ML 500,2002,Jeep,Yes,CNG,5.0,200000 km,8,Tiptronic,4x4,4-5,Silver,8,False,True
45804162,27065.0,836,HYUNDAI,Tucson,2010,Jeep,Yes,Diesel,2.0,102138 km,4,Automatic,Front,4-5,Silver,4,False,True
44876552,11500.0,-,INFINITI,FX35,2005,Jeep,Yes,Petrol,3.5,1000 km,6,Tiptronic,4x4,4-5,Silver,6,False,True
45369256,20200.0,640,FORD,C-MAX,2013,Sedan,Yes,Plug-in Hybrid,2.0,105000 km,4,Automatic,Front,4-5,White,8,False,True
45779937,8500.0,-,MITSUBISHI,Montero Sport,2004,Jeep,No,CNG,3.0,250000 km,6,Automatic,4x4,4-5,Carnelian red,4,False,True
45797547,39201.0,1091,HYUNDAI,H1,2016,Universal,Yes,Diesel,2.5,182821 km,4,Automatic,Front,4-5,Silver,4,False,True
45803309,12858.0,640,HYUNDAI,Sonata,2013,Sedan,Yes,Petrol,2.0,52668 km,4,Automatic,Front,4-5,Black,4,False,True
43546067,37633.0,-,BMW,X1 28Xdrive,2014,Jeep,Yes,Petrol,2.0,95000 km,4,Tiptronic,4x4,4-5,Grey,12,True,True
45092119,18346.0,690,CHEVROLET,Malibu LT,2016,Sedan,No,Petrol,1.5,91380 km,4,Automatic,Front,4-5,Silver,8,True,True
45738340,36065.0,1211,BMW,X5 restilling,2010,Jeep,Yes,Petrol,3.0,165000 km,6,Tiptronic,4x4,4-5,Golden,12,True,True
45809044,4704.0,790,DAEWOO,Lacetti,2009,Sedan,Yes,Petrol,1.6,112282 km,4,Automatic,Front,4-5,Silver,4,False,True
45645941,8781.0,431,FORD,Fusion,2016,Sedan,Yes,Hybrid,2.0,194974 km,4,Automatic,Front,4-5,Black,0,False,True
45674813,8154.0,-,MERCEDES-BENZ,ML 320,2000,Jeep,Yes,Petrol,3.2,0 km,6,Tiptronic,4x4,4-5,Silver,4,False,True
45804098,5488.0,-,MERCEDES-BENZ,A 190,2001,Hatchback,Yes,Petrol,1.9,147000 km,4,Tiptronic,Front,4-5,Black,4,False,False
45770096,22580.0,1172,TOYOTA,Highlander,2011,Jeep,Yes,Petrol,3.5,368064 km,6,Automatic,4x4,4-5,Grey,12,False,True
45690197,7213.0,-,FORD,Focus Fokusi,2004,Sedan,No,Diesel,1.8,177087 km,4,Manual,Front,4-5,Grey,6,True,True
45636180,12231.0,530,NISSAN,Juke,2013,Jeep,Yes,Petrol,1.6,110531 km,4,Automatic,4x4,4-5,Red,0,False,True
45806955,157.0,915,JEEP,Grand Cherokee,2014,Jeep,Yes,Diesel,3.0,218230 km,6,Automatic,Front,4-5,Black,12,False,True
45465113,470.0,1077,TOYOTA,CHR,2019,Jeep,Yes,Petrol,2.0,65362 km,4,Automatic,Front,4-5,Silver,12,False,True
45771020,9565.0,919,MERCEDES-BENZ,E 350,2012,Sedan,Yes,Diesel,3.0,171221 km,6,Automatic,Rear,4-5,Black,12,False,True
45811571,6272.0,-,MAZDA,Premacy,2003,Minivan,No,Petrol,1.8,10270 km,4,Automatic,Front,4-5,Grey,2,False,False
45451753,20385.0,781,TOYOTA,Camry,2012,Sedan,Yes,Petrol,2.5,85000 km,4,Tiptronic,Front,4-5,Silver,12,False,True
45770955,100.0,-,MERCEDES-BENZ,Sprinter,2008,Microbus,Yes,Diesel,2.2,200000 km,4,Manual,Rear,4-5,White,4,True,True
45352504,13799.0,-,SKODA,Fabia,2009,Hatchback,No,Diesel,1.4,120000 km,3,Manual,Front,4-5,Black,6,True,True
45682177,14740.0,-,TOYOTA,Prius,2010,Sedan,No,Hybrid,1.8,200000 km,4,Automatic,Front,4-5,Silver,4,False,True
45771493,12544.0,639,FORD,Focus,2014,Hatchback,No,Petrol,2.0,147995 km,4,Automatic,Front,4-5,White,0,False,True
45797262,12980.0,531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,187500 km,4,Automatic,Front,4-5,Black,4,False,True
45801961,32929.0,880,HYUNDAI,Elantra,2018,Sedan,Yes,Petrol,1.6,54865 km,4,Automatic,Front,4-5,Grey,4,False,True
45430588,11290.0,-,SUZUKI,SX4,2008,Jeep,No,Petrol,2.0,123000 km,4,Automatic,4x4,4-5,Black,6,False,True
45465063,19444.0,1079,TOYOTA,CHR,2018,Jeep,Yes,Petrol,2.0,40272 km,4,Automatic,Front,4-5,Grey,12,False,True
45811556,24775.0,-,LEXUS,IS 250 რესტაილინგი,2011,Sedan,Yes,Petrol,2.5,138000 km,6,Tiptronic,Rear,4-5,Grey,10,False,True
45773694,220.0,753,HYUNDAI,Tucson,2012,Jeep,Yes,Petrol,2.4,221126 km,4,Automatic,Front,4-5,Black,0,False,True
45730377,20266.0,640,SSANGYONG,REXTON,2013,Jeep,Yes,Diesel,2.0,376356 km,4,Automatic,Front,4-5,Silver,4,False,True
45732562,37163.0,696,HYUNDAI,Santa FE,2013,Jeep,Yes,Diesel,2.2,42857 km,4,Automatic,Front,4-5,Blue,4,False,True
45815914,8467.0,843,TOYOTA,Prius,2008,Hatchback,No,Hybrid,1.5,150000 km,4,Automatic,Front,4-5,Red,6,False,True
45698956,15053.0,-,TOYOTA,Aqua,2013,Sedan,No,Hybrid,1.5,140000 km,4,Automatic,Front,4-5,White,2,False,False
45481023,19444.0,1051,HYUNDAI,Sonata,2016,Sedan,No,Petrol,2.4,82000 km,4,Tiptronic,4x4,4-5,Silver,12,False,True
45744686,3763.0,790,DAEWOO,Gentra,2009,Sedan,Yes,Petrol,1.6,91930 km,4,Automatic,Front,4-5,Silver,4,False,True
45805879,16465.0,-,BMW,335 335i,2008,Sedan,Yes,Petrol,3.0,97800 km,6,Manual,Rear,4-5,Black,8,True,True
45803010,75793.0,1077,HYUNDAI,Santa FE,2019,Jeep,Yes,Diesel,2.0,21680 km,4,Automatic,Front,4-5,Black,4,False,True
45797558,21639.0,751,KIA,Optima,2013,Sedan,No,Hybrid,2.4,127200 km,4,Tiptronic,Front,4-5,White,12,False,True
45799357,18817.0,-,TOYOTA,Prius C,2013,Hatchback,No,Hybrid,1.5,108800 km,4,Automatic,Front,4-5,Orange,6,False,True
45723475,19444.0,502,FORD,Fusion,2013,Sedan,No,Petrol,1.5,100000 km,4,Automatic,Front,4-5,Black,8,True,True
45730014,30238.0,1273,SSANGYONG,REXTON,2009,Jeep,Yes,Diesel,2.7,116092 km,4,Automatic,Front,4-5,Silver,4,False,True
45649735,3763.0,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,124912 km,4,Automatic,Front,4-5,White,12,False,True
45815379,3763.0,891,LEXUS,IS 200,2016,Sedan,Yes,Petrol,2.0,58328 km,4,Automatic,Rear,4-5,White,12,False,True
45691966,24775.0,1750,LEXUS,RX 400 RESTAILING,2008,Jeep,Yes,Hybrid,3.3,235200 km,6,Automatic,4x4,4-5,Silver,12,False,True
45675591,4391.0,-,VOLKSWAGEN,Vento,1997,Sedan,No,CNG,1.8,174000 km,4,Manual,Front,4-5,Silver,4,False,True
45803127,7056.0,836,HYUNDAI,Sonata,2010,Sedan,Yes,LPG,2.0,116346 km,4,Automatic,Front,4-5,Black,4,False,True
45441243,21950.0,-,SCION,tC,2014,Coupe,No,Petrol,2.5,92000 km,4,Tiptronic,Front,2-3,Blue,6,False,True
45810449,29087.0,730,CHEVROLET,Orlando,2016,Jeep,Yes,Diesel,1.6,50509 km,4,Automatic,Front,4-5,Grey,4,False,True
45766323,6586.0,1190,TOYOTA,Tacoma,2014,Sedan,Yes,Petrol,4.0,0 km,6,Automatic,Rear,4-5,Silver,12,False,True
45809769,12112.0,586,CHEVROLET,Cruze,2012,Sedan,Yes,Petrol,1.8,130000 km,4,Automatic,Front,4-5,Black,4,False,True
45808846,15681.0,333,FORD,C-MAX,2014,Hatchback,No,Hybrid,2.0,135657 km,4,Automatic,Front,4-5,White,12,False,True
45620896,1568.0,1598,MERCEDES-BENZ,E 350,2008,Sedan,Yes,Diesel,3.0,175614 km,6,Automatic,Rear,4-5,Black,12,False,True
45732955,15681.0,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2.0,286095 km,4,Automatic,Front,4-5,Silver,4,False,True
45800997,2509.0,-,DODGE,Intrepid,1999,Sedan,No,Petrol,2.7,215064 km,6,Automatic,Front,4-5,Beige,5,False,True
45796835,11851.0,1347,HYUNDAI,H1,2008,Universal,Yes,Diesel,2.5,200000 km,4,Automatic,Front,4-5,Silver,4,False,True
45651295,5175.0,645,TOYOTA,Prius,2011,Hatchback,Yes,Hybrid,1.8,0 km,4,Automatic,Front,4-5,Grey,12,False,True
45789998,5896.0,1282,KIA,Sportage,2007,Jeep,Yes,Diesel,2.0,160487 km,4,Automatic,Front,4-5,Black,4,False,True
45730375,39750.0,730,SSANGYONG,Actyon,2016,Jeep,Yes,Diesel,1.6,68942 km,4,Automatic,Front,4-5,White,4,False,True
45815373,31361.0,-,INFINITI,EX37,2012,Hatchback,Yes,Petrol,3.3,52000 km,6,Automatic,4x4,4-5,Black,2,False,True
45815368,6899.0,-,HONDA,Stream,2004,Minivan,No,Petrol,1.7,0 km,4,Automatic,Front,4-5,Silver,4,False,False
45655120,34811.0,1363,LEXUS,GX 460,2012,Jeep,Yes,Petrol,4.6,229334 km,8,Automatic,4x4,4-5,Black,0,False,True
43596721,25402.0,-,LEXUS,RX 400 HYBRID,2008,Jeep,Yes,Hybrid,3.3,270432 km,6,Automatic,4x4,4-5,Grey,8,False,True
45769672,3763.0,259,CHEVROLET,Volt,2014,Hatchback,Yes,Hybrid,1.4,138491 km,4,Automatic,Front,4-5,Black,0,False,True
45352538,3763.0,-,VOLKSWAGEN,Passat,2002,Sedan,No,Petrol,1.8,0 km,4,Tiptronic,Front,4-5,Silver,6,True,True
45774636,9408.0,1438,OPEL,Combo,2003,Goods wagon,No,Diesel,1.7,152000 km,4,Manual,Front,4-5,Grey,2,False,True
45816329,27284.0,431,BMW,X5,2016,Jeep,Yes,Hybrid,2.0,73856 km,4,Automatic,4x4,4-5,Black,12,False,True
45786804,37633.0,-,TOYOTA,Camry,2015,Sedan,Yes,Hybrid,2.5,166000 km,4,Variator,Front,4-5,Black,0,False,True
44984255,16621.0,-,SUBARU,Forester,2005,Jeep,Yes,Petrol,2.0,145000 km,4,Manual,4x4,4-5,White,4,True,False
45801020,11760.0,-,HONDA,Elysion,2005,Minivan,Yes,Petrol,2.4,145000 km,4,Tiptronic,4x4,4-5,White,6,False,False
45799986,23521.0,934,TOYOTA,RAV 4,2015,Jeep,No,Petrol,2.5,0 km,4,Automatic,4x4,4-5,Black,0,False,True
45766185,392.0,585,HYUNDAI,Elantra,2013,Jeep,Yes,Petrol,1.8,0 km,4,Automatic,Front,4-5,Silver,12,False,True
45816078,549.0,1202,HYUNDAI,Santa FE,2017,Sedan,Yes,Petrol,2.4,96790 km,4,Automatic,Front,4-5,Black,12,False,True
45768377,30734.0,2151,LEXUS,GX 470,2009,Jeep,Yes,Petrol,4.7,264339 km,8,Automatic,4x4,4-5,Black,0,False,True
45784331,24148.0,-,TOYOTA,Prius ფლაგინი,2012,Hatchback,Yes,Plug-in Hybrid,1.8,262400 km,4,Automatic,Front,4-5,Silver,12,False,True
